StationID, CoordinateX, CoordinateY, 2020-2024, 2025-2029, 2030-2034, 2035-2039, 2040-2044
N2226, -76.6671537286, 39.2330051074, 0, 0, 0, 0, 0
N2227, -76.7101197197, 39.235255088, 0, 0, 0, 0, 1
N2228, -100.908177756, 39.237075412, 0, 0, 3, 4, 5
N2229, -104.877279434, 39.2383703431, 2, 3, 4, 7, 8
N2230, -94.5069537477, 39.2423110932, 1, 1, 1, 1, 1
N2231, -76.4599691755, 39.2436224243, 1, 1, 1, 1, 1
N2232, -94.756766708, 39.2440391072, 1, 1, 2, 2, 2
N2233, -94.4433777468, 39.2445610728, 1, 1, 1, 1, 1
N2234, -94.4561757164, 39.2450830816, 0, 1, 1, 2, 2
N2235, -76.6428087085, 39.2501320905, 0, 0, 0, 0, 0
N2236, -76.6802667199, 39.2506630979, 0, 0, 1, 1, 1
N2237, -122.18226094, 39.2511824384, 2, 4, 6, 6, 6
N2238, -76.823105715, 39.2527780875, 0, 0, 0, 0, 1
N2239, -94.6585047254, 39.2543621111, 0, 0, 0, 0, 0
N2240, -88.1413054894, 39.2571972239, 2, 2, 3, 4, 4
N2241, -120.726856566, 39.2667628196, 0, 0, 0, 0, 0
N2242, -81.4983627399, 39.2676730891, 2, 5, 6, 9, 11
N2243, -81.1437040933, 39.2611045201, 0, 0, 4, 6, 9
N2244, -76.6335657184, 39.2698150764, 1, 1, 1, 1, 1
N2245, -76.6243137288, 39.2679160734, 2, 2, 3, 5, 5
N2246, -74.6365281468, 39.2703318826, 1, 1, 1, 1, 1
N2247, -84.3511107405, 39.2708860916, 0, 0, 9, 13, 17
N2248, -76.5541317353, 39.2732261078, 0, 0, 0, 0, 0
N2249, -80.2840017096, 39.2786080961, 2, 2, 2, 2, 2
N2250, -76.6192827189, 39.2792200982, 1, 1, 1, 1, 1
N2251, -75.5926590481, 39.2793441822, 1, 1, 2, 2, 2
N2252, -76.6235307377, 39.2816681077, 0, 0, 0, 0, 0
N2253, -76.6192107237, 39.284152073, 0, 0, 0, 0, 0
N2254, -81.6579021553, 39.2853643123, 2, 3, 4, 5, 6
N2255, -81.8101677199, 39.2157340907, 1, 1, 1, 1, 2
N2256, -103.515896773, 39.2691934137, 2, 3, 5, 7, 8
N2257, -103.056473151, 39.2851338682, 0, 0, 0, 3, 3
N2258, -76.6040817365, 39.2852050891, 1, 1, 1, 1, 1
N2259, -76.5537177198, 39.2872660817, 1, 1, 1, 1, 1
N2260, -76.5335757217, 39.2879050824, 0, 0, 0, 0, 0
N2261, -85.0814335402, 39.2820566868, 0, 0, 0, 0, 7
N2262, -80.7662374983, 39.290174812, 2, 2, 3, 4, 4
N2263, -84.4417497115, 39.2904430861, 0, 0, 0, 0, 0
N2264, -74.96979871, 39.2920181101, 0, 1, 1, 1, 1
N2265, -80.3998947274, 39.2837201007, 1, 1, 2, 2, 2
N2266, -102.599276747, 39.2944390788, 0, 0, 0, 0, 4
N2267, -81.9300103136, 39.2950066733, 0, 0, 0, 0, 0
N2268, -76.825616721, 39.2963920789, 0, 0, 2, 3, 3
N2269, -94.5097862389, 39.3033919224, 0, 1, 1, 1, 1
N2270, -76.7441937406, 39.3059500898, 1, 2, 3, 3, 4
N2271, -82.9408669921, 39.3069613172, 0, 0, 0, 0, 0
N2272, -82.106240709, 39.3099100863, 1, 1, 1, 1, 1
N2273, -75.8478215051, 39.3171896962, 1, 1, 1, 1, 1
N2274, -102.164085765, 39.3182241927, 0, 0, 0, 3, 3
N2275, -76.5340797315, 39.3182890896, 0, 0, 1, 1, 1
N2276, -94.6944687076, 39.3188110975, 2, 4, 6, 9, 12
N2277, -74.9957097133, 39.3288640772, 0, 0, 0, 0, 0
N2278, -101.725105193, 39.3283377076, 2, 4, 7, 10, 12
N2279, -120.453270413, 39.3144181557, 4, 10, 19, 31, 41
N2280, -82.0809777069, 39.3316721051, 0, 0, 0, 3, 4
N2281, -108.195068278, 39.3354308045, 0, 2, 4, 4, 4
N2282, -84.2819367233, 39.3365860817, 2, 4, 4, 4, 4
N2283, -120.170651709, 39.3372880781, 2, 4, 6, 9, 12
N2284, -85.4362050626, 39.3463979982, 2, 3, 5, 7, 7
N2285, -94.7525907259, 39.3471971088, 1, 2, 2, 3, 3
N2286, -91.2075717154, 39.3488260868, 0, 0, 0, 0, 0
N2287, -91.2072747349, 39.3490420733, 1, 1, 2, 2, 2
N2288, -76.495532748, 39.3509140778, 7, 24, 24, 24, 24
N2289, -75.000515738, 39.3517151103, 1, 1, 1, 1, 1
N2290, -77.126680953, 39.3534443555, 0, 0, 0, 0, 0
N2291, -101.293123195, 39.3663340236, 0, 0, 0, 3, 4
N2292, -76.5138207406, 39.369805073, 1, 1, 1, 1, 1
N2293, -76.7463177289, 39.3731261102, 0, 0, 0, 0, 0
N2294, -123.337094736, 39.3773920866, 0, 0, 0, 0, 0
N2295, -84.3649077292, 39.3794800776, 2, 3, 3, 3, 3
N2296, -89.6431768182, 39.3845566157, 4, 9, 18, 29, 37
N2297, -87.7854265895, 39.3956516651, 2, 3, 5, 6, 7
N2298, -77.4245757213, 39.3978491064, 0, 10, 13, 21, 21
N2299, -76.6637877361, 39.4115021046, 1, 1, 1, 1, 1
N2300, -74.5533777396, 39.4137970819, 1, 1, 1, 1, 1
N2301, -77.4350427165, 39.4153541078, 0, 0, 0, 0, 1
N2302, -103.908141905, 39.416382086, 0, 0, 0, 0, 0
N2303, -112.048609014, 39.4164428091, 0, 0, 0, 0, 0
N2304, -76.6416477413, 39.4201150935, 0, 0, 1, 1, 1
N2305, -87.4143687243, 39.4307890741, 0, 0, 7, 11, 12
N2306, -85.9915913243, 39.4461419781, 0, 0, 0, 0, 0
N2307, -94.3283281996, 39.4477990824, 2, 3, 3, 3, 4
N2308, -77.9900121829, 39.4503128826, 0, 0, 0, 0, 0
N2309, -88.3417762265, 39.4505101399, 2, 3, 4, 6, 7
N2310, -80.1520804563, 39.4512857998, 0, 3, 4, 5, 6
N2311, -83.9725410685, 39.4699387885, 3, 6, 10, 16, 19
N2312, -76.8388107071, 39.474106085, 1, 1, 1, 1, 1
N2313, -87.021090759, 39.474893356, 3, 6, 9, 14, 18
N2314, -122.196272647, 39.4900685423, 4, 8, 15, 24, 31
N2315, -87.4141887358, 39.4906571054, 0, 0, 0, 0, 13
N2316, -107.946528554, 39.4930712231, 0, 0, 0, 0, 0
N2317, -76.2269434219, 39.4998645642, 0, 0, 0, 0, 0
N2318, -75.6494787375, 39.5001070826, 1, 2, 2, 2, 3
N2319, -81.4537811239, 39.5033869946, 0, 0, 0, 0, 0
N2320, -82.3567391893, 39.5051840892, 1, 2, 3, 3, 3
N2321, -119.997409947, 39.5089571831, 0, 0, 0, 0, 0
N2322, -75.7116327466, 39.5109340953, 0, 0, 1, 1, 1
N2323, -84.321545521, 39.5139145053, 1, 1, 2, 2, 2
N2324, -94.7868708237, 39.5191722306, 1, 1, 1, 1, 3
N2325, -77.6020214794, 39.5236222883, 0, 0, 0, 0, 0
N2326, -91.3473444521, 39.5243405787, 1, 2, 3, 3, 4
N2327, -85.7423277715, 39.5299529121, 2, 5, 8, 13, 14
N2328, -119.683462162, 39.5177622924, 3, 3, 3, 3, 3
N2329, -107.647232717, 39.5440990914, 0, 0, 0, 0, 0
N2330, -74.4656637461, 39.5467180899, 1, 1, 1, 1, 1
N2331, -76.3681473101, 39.553772979, 1, 1, 1, 1, 1
N2332, -104.870723738, 39.554890107, 0, 0, 0, 0, 0
N2333, -104.775593721, 39.5502640699, 0, 1, 1, 1, 1
N2334, -105.044806575, 39.5676761202, 0, 0, 0, 0, 0
N2335, -123.435318699, 39.5683838938, 0, 0, 0, 0, 0
N2336, -86.6353941109, 39.5688663783, 0, 0, 0, 0, 0
N2337, -107.364273892, 39.5611364778, 2, 5, 8, 14, 18
N2338, -79.9759677381, 39.5784430942, 2, 5, 9, 13, 17
N2339, -74.457086713, 39.5800630736, 0, 0, 0, 0, 0
N2340, -82.9540892187, 39.5902114075, 2, 3, 4, 6, 6
N2341, -119.388500216, 39.5902010303, 0, 6, 10, 17, 22
N2342, -74.7988440498, 39.5936600225, 1, 1, 1, 1, 1
N2343, -83.6523400557, 39.5955445428, 0, 2, 3, 3, 6
N2344, -75.0800394501, 39.6036496099, 0, 0, 0, 0, 0
N2345, -106.274747497, 39.6059018586, 0, 0, 0, 3, 4
N2346, -106.093967739, 39.5952101012, 2, 4, 7, 10, 12
N2347, -77.7855027146, 39.6171070695, 3, 3, 5, 11, 13
N2348, -75.6437457303, 39.6183850709, 0, 0, 0, 0, 1
N2349, -84.2304477375, 39.6204371062, 1, 2, 3, 3, 4
N2350, -104.685611361, 39.6219075643, 0, 0, 0, 0, 0
N2351, -107.107064745, 39.6261556361, 0, 0, 0, 0, 0
N2352, -75.954288625, 39.6334689814, 0, 0, 79, 142, 194
N2353, -104.908100713, 39.634693108, 0, 2, 3, 5, 6
N2354, -105.166931719, 39.636727102, 0, 0, 0, 0, 0
N2355, -106.546829739, 39.638517466, 1, 2, 3, 3, 3
N2356, -77.9928314802, 39.6252952007, 4, 11, 23, 38, 38
N2357, -104.918549709, 39.6529091045, 1, 1, 1, 1, 1
N2358, -106.823426736, 39.6629170867, 0, 0, 0, 0, 3
N2359, -76.1697867467, 39.6676600743, 0, 0, 0, 0, 1
N2360, -94.2347242825, 39.672039814, 0, 2, 2, 3, 3
N2361, -79.6521425079, 39.6565270267, 2, 3, 4, 5, 7
N2362, -78.9476187233, 39.6381400943, 1, 2, 2, 2, 2
N2363, -78.6846200273, 39.6766723702, 0, 2, 2, 2, 2
N2364, -76.1592657129, 39.6778390877, 1, 1, 1, 1, 1
N2365, -77.3467500768, 39.6830799607, 3, 3, 5, 8, 10
N2366, -111.835967729, 39.6835540949, 3, 5, 10, 15, 19
N2367, -75.655913741, 39.684013108, 0, 0, 0, 0, 0
N2368, -90.8066075701, 39.6803046915, 1, 1, 1, 1, 1
N2369, -90.4107880955, 39.6813594155, 1, 1, 1, 2, 2
N2370, -87.4026945124, 39.6934395382, 2, 5, 7, 10, 10
N2371, -75.6165567256, 39.6966850853, 5, 17, 17, 17, 17
N2372, -79.2886155242, 39.7000712847, 0, 0, 0, 0, 0
N2373, -105.843986421, 39.7020514875, 1, 2, 2, 2, 2
N2374, -119.100731739, 39.7023010997, 1, 1, 1, 1, 1
N2375, -75.4843197159, 39.6787300712, 5, 5, 5, 5, 5
N2376, -86.1083517462, 39.7035881006, 4, 12, 24, 41, 54
N2377, -94.7884467156, 39.7080521059, 1, 1, 1, 1, 1
N2378, -76.6460208943, 39.7089805318, 1, 1, 1, 1, 1
N2379, -105.194588735, 39.7114180984, 0, 0, 0, 0, 0
N2380, -78.4301727697, 39.6671724546, 2, 3, 5, 8, 9
N2381, -86.2645017202, 39.7130200787, 3, 6, 9, 15, 19
N2382, -78.1885767089, 39.7138751074, 0, 0, 0, 0, 51
N2383, -105.325673735, 39.7049560962, 0, 0, 0, 1, 3
N2384, -75.5842557163, 39.7143430768, 1, 1, 1, 1, 1
N2385, -91.3919727088, 39.7148290875, 2, 2, 2, 2, 2
N2386, -82.6069643313, 39.7154502555, 1, 2, 3, 5, 6
N2387, -104.228185446, 39.7173309412, 1, 2, 2, 4, 4
N2388, -94.7887527378, 39.7242071108, 2, 3, 5, 7, 9
N2389, -94.7701137255, 39.719536077, 0, 0, 0, 1, 1
N2390, -105.179495746, 39.7252960818, 0, 0, 2, 3, 3
N2391, -122.205533722, 39.7255031103, 0, 0, 0, 0, 0
N2392, -105.01312172, 39.7256740993, 1, 2, 2, 2, 2
N2393, -74.2662530506, 39.7267671991, 1, 1, 1, 1, 1
N2394, -86.0447307477, 39.7321361014, 1, 2, 3, 3, 5
N2395, -84.0927027067, 39.7359341075, 0, 0, 0, 1, 1
N2396, -90.0315393338, 39.7371333813, 2, 3, 4, 5, 7
N2397, -91.194476723, 39.7212010945, 1, 1, 1, 1, 1
N2398, -104.685980725, 39.7400830911, 1, 2, 2, 3, 4
N2399, -83.339927975, 39.7409076246, 2, 4, 8, 11, 14
N2400, -89.636117739, 39.7434040859, 0, 0, 0, 0, 0
N2401, -81.5332011693, 39.7475295846, 0, 0, 0, 0, 0
N2402, -84.2047977174, 39.7476611042, 0, 0, 0, 0, 0
N2403, -75.283815327, 39.7488045652, 2, 2, 2, 2, 2
N2404, -86.145665725, 39.7530430916, 0, 0, 0, 0, 0
N2405, -80.0814635804, 39.7591596479, 0, 0, 3, 4, 4
N2406, -91.3034307274, 39.7596670832, 0, 3, 3, 3, 3
N2407, -105.590076065, 39.7644524801, 0, 0, 3, 3, 3
N2408, -94.8608247349, 39.7686220914, 1, 1, 1, 1, 1
N2409, -123.545874788, 39.7704659355, 0, 0, 0, 0, 0
N2410, -75.0486477309, 39.7706290878, 0, 1, 1, 1, 1
N2411, -84.1870317336, 39.7723301042, 1, 2, 3, 4, 4
N2412, -104.827496722, 39.7726360841, 3, 6, 10, 17, 22
N2413, -94.8033327177, 39.7770370928, 0, 0, 0, 1, 1
N2414, -104.895617723, 39.7779910729, 1, 2, 2, 2, 2
N2415, -88.2643474339, 39.7791871191, 1, 2, 2, 3, 3
N2416, -104.989496737, 39.7799981115, 0, 0, 0, 2, 2
N2417, -86.1412287182, 39.7820051078, 2, 4, 8, 8, 8
N2418, -105.074141719, 39.7863880761, 1, 1, 1, 1, 1
N2419, -86.0350017478, 39.7990690953, 0, 0, 0, 0, 5
N2420, -89.5954557246, 39.8016520957, 2, 4, 8, 12, 15
N2421, -75.3110067194, 39.8040101118, 0, 29, 63, 114, 155
N2422, -75.3483207404, 39.8028761009, 2, 2, 2, 2, 2
N2423, -86.2752477391, 39.8054411031, 0, 0, 0, 0, 0
N2424, -75.4542867276, 39.8136220775, 1, 1, 1, 1, 1
N2425, -104.983304718, 39.8170331089, 0, 0, 0, 0, 0
N2426, -104.964269731, 39.8236750986, 0, 0, 0, 0, 0
N2427, -75.8783302842, 39.8266453057, 1, 1, 1, 1, 1
N2428, -104.98342171, 39.8276080965, 1, 2, 3, 4, 4
N2429, -78.2750236009, 39.831532478, 0, 0, 0, 0, 0
N2430, -85.5695936218, 39.8346060352, 0, 0, 0, 13, 18
N2431, -89.2560782358, 39.8366261005, 0, 0, 0, 4, 5
N2432, -75.0942597191, 39.8445370921, 0, 0, 0, 0, 0
N2433, -75.3879477377, 39.8470300992, 1, 2, 3, 4, 5
N2434, -85.1036832011, 39.8540128807, 0, 0, 0, 0, 0
N2435, -75.0982557127, 39.8550670831, 0, 4, 7, 10, 13
N2436, -94.8107667404, 39.8580460999, 1, 2, 2, 3, 3
N2437, -84.0568557164, 39.8606381008, 1, 1, 1, 1, 1
N2438, -86.2743837109, 39.8637791071, 4, 10, 20, 34, 45
N2439, -83.9941617418, 39.8649580725, 0, 0, 0, 0, 0
N2440, -84.0505107071, 39.8653360908, 2, 3, 4, 6, 7
N2441, -84.6514833704, 39.8349939371, 3, 7, 13, 16, 18
N2442, -84.1889307367, 39.8656060727, 4, 9, 18, 30, 40
N2443, -75.3426597285, 39.8673880838, 1, 1, 1, 1, 1
N2444, -75.1017747365, 39.8674060819, 6, 6, 6, 6, 6
N2445, -123.713762717, 39.8682250711, 1, 1, 1, 1, 1
N2446, -75.1021347135, 39.8747951079, 0, 1, 1, 1, 1
N2447, -83.0036307155, 39.8751100874, 0, 0, 0, 5, 5
N2448, -91.3356935389, 39.87629382, 0, 0, 4, 6, 8
N2449, -75.5467617068, 39.8808610936, 0, 0, 0, 0, 0
N2450, -94.8562887343, 39.8862880785, 0, 0, 0, 0, 0
N2451, -83.038478728, 39.8924171013, 3, 5, 8, 11, 14
N2452, -86.0540547325, 39.8948380708, 0, 0, 0, 0, 0
N2453, -77.6640911276, 39.8984871842, 2, 4, 7, 11, 13
N2454, -94.1515797317, 39.8996440955, 0, 3, 6, 9, 9
N2455, -82.8981777367, 39.9019570718, 0, 0, 0, 0, 10
N2456, -75.1123857222, 39.9020021116, 1, 1, 1, 1, 1
N2457, -87.4405100602, 39.9021789975, 0, 0, 0, 0, 5
N2458, -75.149528712, 39.9085991047, 1, 1, 1, 1, 1
N2459, -88.9382060715, 39.9090628239, 2, 2, 3, 3, 3
N2460, -83.7073285654, 39.9111889597, 0, 0, 0, 0, 0
N2461, -82.9206417105, 39.9176261082, 1, 2, 2, 3, 3
N2462, -118.79894444, 39.9228231167, 2, 2, 3, 5, 7
N2463, -105.109481975, 39.9235982604, 0, 0, 0, 0, 0
N2464, -86.2683447238, 39.924304096, 1, 1, 1, 1, 1
N2465, -77.1596455054, 39.9251050268, 3, 7, 13, 22, 29
N2466, -86.2628367441, 39.9286421089, 0, 0, 2, 2, 2
N2467, -86.1580317233, 39.9302260903, 0, 0, 0, 0, 3
N2468, -86.2730157153, 39.9307031015, 0, 0, 0, 0, 0
N2469, -86.3390127281, 39.9310990757, 0, 0, 0, 0, 0
N2470, -82.927616721, 39.9321250933, 0, 1, 1, 1, 1
N2471, -82.8519717454, 39.9341140906, 5, 16, 34, 56, 71
N2472, -75.3650697484, 39.9371831026, 1, 2, 3, 4, 4
N2473, -83.4158608335, 39.9475874781, 2, 3, 5, 6, 8
N2474, -82.4165067367, 39.9444367456, 0, 0, 4, 6, 8
N2475, -83.0167617482, 39.9509980904, 0, 0, 0, 0, 0
N2476, -83.0143047392, 39.9518260782, 2, 2, 3, 4, 5
N2477, -81.9819084055, 39.9473109168, 2, 3, 3, 5, 6
N2478, -80.1671539887, 39.9536761725, 1, 1, 1, 1, 1
N2479, -75.140492709, 39.9540052174, 0, 0, 0, 0, 0
N2480, -82.9844607389, 39.9544360781, 2, 3, 4, 4, 5
N2481, -75.1495557105, 39.9544450776, 0, 0, 0, 1, 1
N2482, -75.1478367374, 39.9552911067, 0, 1, 1, 1, 1
N2483, -75.140492709, 39.9554980929, 1, 1, 1, 1, 1
N2484, -75.151679741, 39.956668101, 0, 0, 0, 1, 1
N2485, -75.1473147295, 39.9573341002, 0, 0, 0, 0, 0
N2486, -75.1404567109, 39.9584681111, 0, 0, 1, 1, 1
N2487, -75.1819917107, 39.9596380769, 1, 1, 1, 1, 1
N2488, -123.784283168, 39.9600137489, 0, 0, 0, 0, 0
N2489, -74.9181532089, 39.9603508094, 1, 1, 1, 1, 1
N2490, -74.2061246988, 39.9616175423, 1, 1, 1, 1, 1
N2491, -111.788065022, 39.9639908541, 0, 0, 0, 0, 0
N2492, -86.6504425953, 39.9642898508, 0, 0, 0, 0, 0
N2493, -74.9094653478, 39.9658925803, 3, 7, 14, 22, 29
N2494, -83.0616717391, 39.9678550916, 0, 0, 0, 0, 0
N2495, -83.0223147245, 39.9696820994, 2, 2, 2, 2, 2
N2496, -82.9838037392, 39.9721931046, 0, 0, 0, 0, 0
N2497, -83.0207577418, 39.9758020813, 0, 0, 0, 0, 0
N2498, -83.0150337341, 39.9737140902, 1, 1, 1, 1, 1
N2499, -83.1198477122, 39.9759190732, 1, 2, 3, 4, 5
N2500, -76.7297847066, 39.9840550932, 1, 1, 1, 1, 1
N2501, -78.2430146095, 39.9850440452, 2, 4, 7, 11, 11
N2502, -78.2566707123, 39.9870971057, 2, 5, 8, 12, 16
N2503, -78.2413053922, 39.990788669, 1, 1, 1, 1, 1
N2504, -89.5131642329, 39.9920100544, 2, 2, 2, 3, 3
N2505, -79.0054167204, 39.9927220783, 2, 3, 5, 7, 8
N2506, -78.7600236744, 39.977618273, 2, 5, 10, 16, 21
N2507, -79.0381947409, 39.9978970786, 1, 1, 1, 1, 1
N2508, -81.5587257393, 39.9987971048, 2, 4, 7, 10, 13
N2509, -78.2388867285, 39.9993551107, 0, 1, 1, 1, 1
N2510, -78.2325057221, 39.9994541045, 0, 0, 0, 0, 1
N2511, -105.258704744, 40.0000121105, 1, 1, 1, 1, 1
N2512, -122.206200596, 40.0013082035, 2, 2, 4, 5, 7
N2513, -75.1946187337, 40.004467074, 1, 1, 1, 1, 1
N2514, -91.3082547098, 40.0073380976, 0, 0, 0, 0, 0
N2515, -78.3947440685, 40.0107782184, 3, 7, 14, 23, 29
N2516, -82.9005807072, 40.011262096, 0, 0, 0, 0, 0
N2517, -88.6299026703, 40.0306082039, 1, 1, 2, 2, 2
N2518, -95.1155943527, 40.0326482863, 1, 2, 2, 2, 3
N2519, -76.5281052653, 40.0345562583, 1, 1, 1, 1, 1
N2520, -79.0543047068, 40.0352200991, 1, 1, 1, 1, 1
N2521, -85.7290164266, 40.0363358835, 2, 4, 7, 10, 13
N2522, -79.0551327369, 40.0368580775, 0, 0, 0, 0, 1
N2523, -75.5816153419, 40.0375616666, 0, 0, 0, 0, 0
N2524, -79.0555287111, 40.0378930947, 0, 1, 1, 1, 1
N2525, -79.0560237213, 40.039288088, 1, 1, 1, 1, 1
